name,taskid,kind,started,resolved,locale
partials-signing-sk-macosx64-shippable/opt,TISBJ9v0QT2MxjJm_8vZ7A,partials-signing,2019-06-17 23:39:56.937000+00:00,2019-06-17 23:40:10.980000+00:00,
repackage-l10n-cak-linux-shippable/opt,TIf3J4_VQZeAkFN_dCyQ8w,repackage-l10n,2019-06-18 00:14:50.406000+00:00,2019-06-18 00:18:27.209000+00:00,
partials-signing-pa-IN-win64-aarch64-shippable/opt,TIjLpcvIS8mh3Za86m24wA,partials-signing,2019-06-18 01:17:21.907000+00:00,2019-06-18 01:17:37.917000+00:00,
checksums-signing-lv-macosx64-shippable/opt,TIs52-TYSRGUe8uanDZaLw,checksums-signing,2019-06-18 00:14:23.428000+00:00,2019-06-18 00:14:35.343000+00:00,
beetmover-checksums-es-MX-win64-aarch64-shippable/opt,TIvfkP-IS5mI3VGTl-mlGA,beetmover-checksums,2019-06-18 01:34:57.090000+00:00,2019-06-18 01:35:59.736000+00:00,es-MX
partials-signing-ka-linux64-shippable/opt,TJDX2v2eTImGdVQWQJGs0A,partials-signing,2019-06-18 00:28:08.133000+00:00,2019-06-18 00:28:23.299000+00:00,
beetmover-repackage-es-ES-linux64-shippable/opt,TJq0Llp5QWqWOlhmQQQUQg,beetmover-repackage,2019-06-18 00:28:44.130000+00:00,2019-06-18 00:30:32.311000+00:00,es-ES
mar-signing-l10n-sk-macosx64-shippable/opt,TKblBl-LRjOItoC7XxMScg,mar-signing-l10n,2019-06-17 23:33:07.417000+00:00,2019-06-17 23:33:21.996000+00:00,
mar-signing-l10n-az-win64-aarch64-shippable/opt,TKrHmip8QJi-C0x_JUCATg,mar-signing-l10n,2019-06-18 01:16:22.233000+00:00,2019-06-18 01:16:37.105000+00:00,
partials-ltg-win64-aarch64-shippable/opt,TLAwDVg5QLed43nrVyN63g,partials,2019-06-18 01:09:24.505000+00:00,2019-06-18 01:13:23.387000+00:00,
beetmover-checksums-gu-IN-win32-shippable/opt,TLMqaiVVSFGwZI1VDGq6qQ,beetmover-checksums,2019-06-18 01:23:39.249000+00:00,2019-06-18 01:23:53.513000+00:00,gu-IN
mar-signing-l10n-ms-win64-shippable/opt,TM7MoGzVT8ulW-9yInpRNw,mar-signing-l10n,2019-06-18 01:04:08.245000+00:00,2019-06-18 01:04:20.398000+00:00,
repackage-signing-msi-el-win64-shippable/opt,TMTARDeXTF-_52E6oqjOtA,repackage-signing-msi,2019-06-18 01:29:48.457000+00:00,2019-06-18 01:30:16.830000+00:00,
balrog-tr-linux64-shippable/opt,TMtVd46-S_yn0j47pdj8gw,balrog,2019-06-18 00:31:17.856000+00:00,2019-06-18 00:32:06.929000+00:00,
checksums-signing-mr-linux-shippable/opt,TNCkKGFjT6GoBF7BQgpNPA,checksums-signing,2019-06-18 00:53:49.931000+00:00,2019-06-18 00:54:03.136000+00:00,
repackage-msi-eo-win32-shippable/opt,TNSJlAORRuKdDCc0tTLKVA,repackage-msi,2019-06-18 00:58:27.820000+00:00,2019-06-18 01:06:08.290000+00:00,
repackage-l10n-sq-win64-shippable/opt,TNr5CEAsSEerz3rI_Lka_w,repackage-l10n,2019-06-18 00:40:51.108000+00:00,2019-06-18 00:53:46.478000+00:00,
partials-signing-sq-win32-shippable/opt,TNr9Pwf0S12JB1P3aBl7zg,partials-signing,2019-06-18 01:04:43.734000+00:00,2019-06-18 01:04:59.415000+00:00,
mar-signing-l10n-sv-SE-win64-aarch64-shippable/opt,TO8G8EorSHiYOzUXm3oJ_w,mar-signing-l10n,2019-06-18 01:10:54.275000+00:00,2019-06-18 01:11:14.997000+00:00,
mar-signing-l10n-he-linux-shippable/opt,TOF0RVg0QwiUWPmbUiX41g,mar-signing-l10n,2019-06-18 00:30:16.902000+00:00,2019-06-18 00:30:31.700000+00:00,
repackage-msi-hi-IN-win32-shippable/opt,TOLqyKEjQMGGWotQU4Ob2w,repackage-msi,2019-06-18 01:00:23.958000+00:00,2019-06-18 01:08:59.338000+00:00,
checksums-signing-en-GB-win64-aarch64-shippable/opt,TOXbXtoVRRyU1i2mR0SCTg,checksums-signing,2019-06-18 01:37:02.659000+00:00,2019-06-18 01:37:16.380000+00:00,
checksums-signing-ro-linux64-shippable/opt,TOZVqD9WSMCIPiUYTH6mhg,checksums-signing,2019-06-18 00:44:48.776000+00:00,2019-06-18 00:45:02.001000+00:00,
mar-signing-l10n-sl-win32-shippable/opt,TOq8KrbFRICXNUUS_-t-UQ,mar-signing-l10n,2019-06-18 00:56:48.222000+00:00,2019-06-18 00:56:59.839000+00:00,
balrog-rm-win64-shippable/opt,TOuRxFIZQjKiBlAeW3KoLA,balrog,2019-06-18 01:28:10.536000+00:00,2019-06-18 01:28:31.781000+00:00,
balrog-sq-linux64-shippable/opt,TPJh7gZKRmSYr2w035a1uQ,balrog,2019-06-18 00:28:57.562000+00:00,2019-06-18 00:29:28.424000+00:00,
mar-signing-l10n-fy-NL-win32-shippable/opt,TPXJweR-Q-mZoy8R0ICvpw,mar-signing-l10n,2019-06-18 01:00:21.642000+00:00,2019-06-18 01:00:33.456000+00:00,
partials-signing-ca-macosx64-shippable/opt,TPgwpbaHRI6hXFXxuhJgKQ,partials-signing,2019-06-17 23:44:38.314000+00:00,2019-06-17 23:44:51.563000+00:00,
balrog-hu-linux-shippable/opt,TPk7qvp7SpyZovCe8ysgxQ,balrog,2019-06-18 00:40:30.541000+00:00,2019-06-18 00:41:23.815000+00:00,
balrog-it-win32-shippable/opt,TPy1Mq7FTXmKFXCPW6JJnA,balrog,2019-06-18 01:07:45.919000+00:00,2019-06-18 01:08:31.104000+00:00,
checksums-signing-xh-linux-shippable/opt,TQ0B--EOR6G6-mLCQ8jOVw,checksums-signing,2019-06-18 00:51:42.203000+00:00,2019-06-18 00:51:55.033000+00:00,
balrog-gl-linux-shippable/opt,TRdtS-HtTsC_WlAwyZ1lrw,balrog,2019-06-18 00:39:11.014000+00:00,2019-06-18 00:41:06.970000+00:00,
beetmover-checksums-kk-macosx64-shippable/opt,TRg-dIkVRr6vc7xPpXHEww,beetmover-checksums,2019-06-17 23:57:07.814000+00:00,2019-06-17 23:57:20.742000+00:00,kk
partials-signing-ach-linux64-shippable/opt,TRnNrvTBQAq5ouyraclEhA,partials-signing,2019-06-18 00:28:23.535000+00:00,2019-06-18 00:28:37.807000+00:00,
partials-da-linux-shippable/opt,TSEMLEAUTRannnQiWVDnTA,partials,2019-06-18 00:20:17.910000+00:00,2019-06-18 00:24:22.246000+00:00,
partials-te-win32-shippable/opt,TTHkxtgOSOSkD5iwzZiguQ,partials,2019-06-18 00:55:17.593000+00:00,2019-06-18 00:58:18.211000+00:00,
beetmover-checksums-lv-linux-shippable/opt,TUNn2_sNTJqOW9dgCY91tQ,beetmover-checksums,2019-06-18 00:52:26.068000+00:00,2019-06-18 00:52:39.709000+00:00,lv
repackage-signing-l10n-hy-AM-win64-shippable/opt,TUUdm7FyR0OehcKuLiioLw,repackage-signing-l10n,2019-06-18 01:03:45.658000+00:00,2019-06-18 01:04:25.931000+00:00,
beetmover-checksums-fy-NL-linux64-shippable/opt,TUmYO73RS0qv2XFeFlmeug,beetmover-checksums,2019-06-18 00:44:44.553000+00:00,2019-06-18 00:44:57.499000+00:00,fy-NL
nightly-l10n-signing-macosx64-shippable-18/opt,TUpJllRkRQqDQqfougYvpA,nightly-l10n-signing,2019-06-17 23:21:00.262000+00:00,2019-06-17 23:33:26.324000+00:00,
mar-signing-win64-aarch64-shippable/opt,TVFseqFBT6qfFccl4mBQFQ,mar-signing,2019-06-18 00:27:41.195000+00:00,2019-06-18 00:28:15.294000+00:00,
repackage-l10n-hi-IN-linux-shippable/opt,TW7HYX32RASCQ5OXJYNCpg,repackage-l10n,2019-06-18 00:14:41.680000+00:00,2019-06-18 00:15:51.927000+00:00,
beetmover-repackage-es-AR-win64-aarch64-shippable/opt,TWDzZtqxQziHRWhK3UTVng,beetmover-repackage,2019-06-18 01:36:38.637000+00:00,2019-06-18 01:38:18.406000+00:00,es-AR
checksums-signing-bn-win32-shippable/opt,TWFusCNoSSakX26Wcr3nCA,checksums-signing,2019-06-18 01:14:57.768000+00:00,2019-06-18 01:15:17.716000+00:00,
partials-signing-az-linux-shippable/opt,TWIaNxAsS5CgeKzuCnHy-Q,partials-signing,2019-06-18 00:45:03.354000+00:00,2019-06-18 00:45:19.016000+00:00,
repackage-l10n-oc-linux-shippable/opt,TWYEYHeCSEmdpuvsBk6u-A,repackage-l10n,2019-06-18 00:20:22.885000+00:00,2019-06-18 00:21:16.740000+00:00,
partials-signing-tr-linux64-shippable/opt,TWziXx1DRACDy2GWIOuEmg,partials-signing,2019-06-18 00:27:31.066000+00:00,2019-06-18 00:27:45.712000+00:00,
balrog-ko-macosx64-shippable/opt,TXAd9UJ4Q_O_xHbu902ebQ,balrog,2019-06-17 23:57:56.431000+00:00,2019-06-17 23:58:54.085000+00:00,
repackage-signing-msi-xh-win64-shippable/opt,TXw26MBJRp-d61op6eZ53Q,repackage-signing-msi,2019-06-18 01:16:56.641000+00:00,2019-06-18 01:17:24.895000+00:00,
repackage-msi-pt-PT-win64-shippable/opt,TYdxjWUGTza81Wztdl5Zdg,repackage-msi,2019-06-18 01:02:39.307000+00:00,2019-06-18 01:12:12.489000+00:00,
checksums-signing-son-linux-shippable/opt,TZ-bf5a2TLKkXgQcRoIdFw,checksums-signing,2019-06-18 00:55:06.120000+00:00,2019-06-18 00:55:19.085000+00:00,
balrog-ff-win64-shippable/opt,TZ4-IzozRhS_0_1roPDaDQ,balrog,2019-06-18 01:29:49.956000+00:00,2019-06-18 01:30:13.284000+00:00,
partials-gd-linux-shippable/opt,TZB4s67mQ2WOe_nMJkE8Fw,partials,2019-06-18 00:17:05.475000+00:00,2019-06-18 00:20:33.326000+00:00,
beetmover-repackage-ne-NP-macosx64-shippable/opt,TZBZ9B3NSUu5jCQjPL8LNA,beetmover-repackage,2019-06-18 00:06:42.307000+00:00,2019-06-18 00:07:53.125000+00:00,ne-NP
partials-signing-es-AR-linux-shippable/opt,TZBZpnsITaKBn5T_IZiNrw,partials-signing,2019-06-18 00:32:42.342000+00:00,2019-06-18 00:32:56.795000+00:00,
repackage-signing-msi-kab-win64-shippable/opt,TZBpucfpTqmDelKX0sLE0A,repackage-signing-msi,2019-06-18 01:12:23.320000+00:00,2019-06-18 01:14:14.838000+00:00,
partials-signing-pt-PT-win64-shippable/opt,TZP3w3lMQt2BvH3Wo56chw,partials-signing,2019-06-18 01:04:57.060000+00:00,2019-06-18 01:05:11.246000+00:00,
partials-signing-be-win64-shippable/opt,TZYsowxPSFiJin6RFbm8Jg,partials-signing,2019-06-18 01:06:30.131000+00:00,2019-06-18 01:06:43.783000+00:00,
repackage-l10n-ltg-linux-shippable/opt,TZjm2aBFR-qGnP4XMF3fRw,repackage-l10n,2019-06-18 00:19:10.546000+00:00,2019-06-18 00:21:15.634000+00:00,
checksums-signing-ach-win64-aarch64-shippable/opt,T_H4lGWDSe2RizE7mLlvHA,checksums-signing,2019-06-18 01:36:27.841000+00:00,2019-06-18 01:37:03.013000+00:00,
repackage-l10n-trs-win64-shippable/opt,T__ZGBqPQO2aE6XJ-A8wrA,repackage-l10n,2019-06-18 00:42:06.609000+00:00,2019-06-18 00:54:11.918000+00:00,
repackage-msi-be-win64-shippable/opt,TaUY_Lt_Q2uyYzz4i7PZmg,repackage-msi,2019-06-18 01:08:50.149000+00:00,2019-06-18 01:20:02.589000+00:00,
repackage-l10n-az-macosx64-shippable/opt,Tb1rIYI2Q4yA3QgfwAgzxQ,repackage-l10n,2019-06-17 23:29:49.654000+00:00,2019-06-17 23:33:51.067000+00:00,
beetmover-repackage-crh-win64-shippable/opt,TbfFfFU_QHKCekEnpKYJrQ,beetmover-repackage,2019-06-18 01:27:42.129000+00:00,2019-06-18 01:29:27.176000+00:00,crh
partials-ko-linux64-shippable/opt,TbgbTg4eQMqT-AfJeNwioA,partials,2019-06-18 00:01:30.290000+00:00,2019-06-18 00:04:51.596000+00:00,
balrog-vi-win64-aarch64-shippable/opt,TcKHQgNVTeKusf11FVkSgA,balrog,2019-06-18 01:09:42.569000+00:00,2019-06-18 01:09:59.406000+00:00,
beetmover-repackage-win64-aarch64-shippable/opt,TdFi5dBORLWyXcsQLQ1A0Q,beetmover-repackage,2019-06-18 00:33:04.442000+00:00,2019-06-18 00:35:27.664000+00:00,
beetmover-checksums-gn-linux-shippable/opt,TdUCA23oTbKsUdsLsxxDfQ,beetmover-checksums,2019-06-18 00:54:28.296000+00:00,2019-06-18 00:54:42.343000+00:00,gn
checksums-signing-ff-linux-shippable/opt,TdaQWqTWQKiUxTLLZDpImQ,checksums-signing,2019-06-18 00:55:34.558000+00:00,2019-06-18 00:55:47.659000+00:00,
beetmover-checksums-es-ES-linux64-shippable/opt,Tdm2Mr_8TCWlZfF-GWhS4g,beetmover-checksums,2019-06-18 00:44:31.202000+00:00,2019-06-18 00:45:20.435000+00:00,es-ES
partials-signing-az-linux64-shippable/opt,Tdm52LcdR4aj69HwDfS77w,partials-signing,2019-06-18 00:27:31.261000+00:00,2019-06-18 00:27:46.291000+00:00,
balrog-ach-linux-shippable/opt,Te4NXz6CS_are0SOhVI7kw,balrog,2019-06-18 00:55:13.430000+00:00,2019-06-18 00:55:29.387000+00:00,
partials-signing-ne-NP-linux-shippable/opt,TfW4QubXQayKkR6qiBoRmA,partials-signing,2019-06-18 00:40:54.795000+00:00,2019-06-18 00:41:30.477000+00:00,
mar-signing-l10n-pl-win32-shippable/opt,TfZwmTLuQvyX3seL7423fQ,mar-signing-l10n,2019-06-18 00:58:41.887000+00:00,2019-06-18 00:58:53.660000+00:00,
repackage-l10n-uk-linux64-shippable/opt,Tflw1MJ6TfusqnoJQ5mjbw,repackage-l10n,2019-06-17 23:58:46.209000+00:00,2019-06-18 00:00:38.514000+00:00,
mar-signing-l10n-ach-macosx64-shippable/opt,TgHB13bbSW6RUE3YqUzAQg,mar-signing-l10n,2019-06-17 23:45:31.707000+00:00,2019-06-17 23:45:46.494000+00:00,
beetmover-checksums-zh-CN-linux64-shippable/opt,Th-Ty-mpQBKDRkt9OGPtzA,beetmover-checksums,2019-06-18 00:49:46.740000+00:00,2019-06-18 00:50:45.844000+00:00,zh-CN
repackage-l10n-ff-win32-shippable/opt,Th7TyToQQ2uuldvAtj80ow,repackage-l10n,2019-06-18 00:35:11.048000+00:00,2019-06-18 00:48:31.759000+00:00,
partials-fi-win32-shippable/opt,ThuKdgd9Quq4ZX0NBTe2ZQ,partials,2019-06-18 00:51:53.607000+00:00,2019-06-18 00:55:13.176000+00:00,
partials-signing-ach-win32-shippable/opt,TiZ9Pf99QB675fI0G-Bq4Q,partials-signing,2019-06-18 00:53:41.953000+00:00,2019-06-18 00:53:56.109000+00:00,
checksums-signing-nn-NO-linux-shippable/opt,TitCGDFtRq25UJTnucJLQg,checksums-signing,2019-06-18 00:55:05.711000+00:00,2019-06-18 00:55:18.104000+00:00,
repackage-signing-msi-dsb-win32-shippable/opt,Tj--DrtKROaXyFHkN0WeRA,repackage-signing-msi,2019-06-18 01:08:33.772000+00:00,2019-06-18 01:09:03.405000+00:00,
repackage-l10n-es-CL-macosx64-shippable/opt,Tj4TEjqyQEK0594-or9nwg,repackage-l10n,2019-06-17 23:39:51.893000+00:00,2019-06-17 23:44:49.021000+00:00,
checksums-signing-fi-linux64-shippable/opt,Tj_dEO9PRK6xX8OEmnFtCA,checksums-signing,2019-06-18 00:43:00.822000+00:00,2019-06-18 00:43:13.669000+00:00,
beetmover-repackage-lt-win64-aarch64-shippable/opt,TjdNcvc8Rh6tAUlpNyt65g,beetmover-repackage,2019-06-18 01:22:12.839000+00:00,2019-06-18 01:23:09.327000+00:00,lt
beetmover-checksums-el-linux-shippable/opt,Tjg83012QRaxgqXcG_wz7A,beetmover-checksums,2019-06-18 00:55:08.613000+00:00,2019-06-18 00:55:22.225000+00:00,el
partials-es-ES-linux-shippable/opt,TjhgwSFYTlauHmwCsMKENg,partials,2019-06-18 00:15:09.718000+00:00,2019-06-18 00:18:22.170000+00:00,
nightly-l10n-signing-linux-shippable-19/opt,TkIINk-aQzC1jj2Kjc_dOQ,nightly-l10n-signing,2019-06-17 23:59:28.496000+00:00,2019-06-18 00:11:38.717000+00:00,
beetmover-checksums-linux64-shippable/opt,TkJ_MrLkRmGS7-53NLssBg,beetmover-checksums,2019-06-18 00:09:43.303000+00:00,2019-06-18 00:10:02.554000+00:00,
beetmover-repackage-gl-macosx64-shippable/opt,TkNaJj9MROikyLNqq_Zi8w,beetmover-repackage,2019-06-17 23:51:10.059000+00:00,2019-06-17 23:51:48.735000+00:00,gl
nightly-l10n-signing-macosx64-shippable-1/opt,TkRwsKMvRB-pM_5D3J0dsQ,nightly-l10n-signing,2019-06-17 23:20:10.404000+00:00,2019-06-17 23:38:15.834000+00:00,
balrog-he-linux64-shippable/opt,TkeTwXkrRFa5Pksq0MylhA,balrog,2019-06-18 00:27:41.083000+00:00,2019-06-18 00:27:57.861000+00:00,
mar-signing-l10n-sv-SE-win32-shippable/opt,Tkx3WrguTs69oZ9Mm72ncw,mar-signing-l10n,2019-06-18 00:59:49.055000+00:00,2019-06-18 01:00:00.460000+00:00,
beetmover-checksums-tl-win64-shippable/opt,Tl2XXya_SXyFUvQMTTGf5Q,beetmover-checksums,2019-06-18 01:36:45.310000+00:00,2019-06-18 01:37:36.023000+00:00,tl
beetmover-repackage-he-linux64-shippable/opt,Tm3WwKqAQRms-Lj8-z9Qjg,beetmover-repackage,2019-06-18 00:26:58.234000+00:00,2019-06-18 00:27:37.726000+00:00,he
beetmover-checksums-ca-macosx64-shippable/opt,Tm83-gSeRliYkAz_r4dayA,beetmover-checksums,2019-06-17 23:51:22.292000+00:00,2019-06-17 23:52:19.194000+00:00,ca
beetmover-repackage-fi-win32-shippable/opt,TmHeVts8QcmQ-v4PD5IM1w,beetmover-repackage,2019-06-18 01:22:44.211000+00:00,2019-06-18 01:23:28.953000+00:00,fi
repackage-l10n-nl-win32-shippable/opt,TmTvSe-STN6vLYGGOgG1Aw,repackage-l10n,2019-06-18 00:34:51.036000+00:00,2019-06-18 00:47:00.365000+00:00,
beetmover-checksums-fr-linux-shippable/opt,TmeKOamURfmv5UI699__LA,beetmover-checksums,2019-06-18 00:57:33.572000+00:00,2019-06-18 00:57:47.230000+00:00,fr
checksums-signing-xh-macosx64-shippable/opt,TnEUOlN9TiOWzWADo2pKUA,checksums-signing,2019-06-17 23:41:03.113000+00:00,2019-06-17 23:41:15.404000+00:00,
partials-signing-lt-win32-shippable/opt,TnPP9OuzT_unAzOPLoYNmg,partials-signing,2019-06-18 00:53:22.051000+00:00,2019-06-18 00:53:36.928000+00:00,
repackage-l10n-mk-linux64-shippable/opt,TnwfjOn2SPOUfv7xjffDGA,repackage-l10n,2019-06-17 23:56:38.956000+00:00,2019-06-17 23:58:32.812000+00:00,
beetmover-checksums-fr-win64-aarch64-shippable/opt,ToLxl7W0TIWfVjePLsU75A,beetmover-checksums,2019-06-18 01:32:26.067000+00:00,2019-06-18 01:32:39.284000+00:00,fr
checksums-signing-si-win32-shippable/opt,ToPAnf-7SVWKL40VYq9R6A,checksums-signing,2019-06-18 01:17:02.564000+00:00,2019-06-18 01:18:01.755000+00:00,
beetmover-checksums-lv-win64-shippable/opt,ToX3yN5SRmGj-8A4wCI0Ng,beetmover-checksums,2019-06-18 01:35:18.754000+00:00,2019-06-18 01:36:26.889000+00:00,lv
partials-pt-PT-win64-shippable/opt,ToilAePjTd-1-GyMyDmFpw,partials,2019-06-18 00:51:37.989000+00:00,2019-06-18 00:54:43.972000+00:00,
partials-my-win64-aarch64-shippable/opt,TorcnbkITSWRueBbvrNDhQ,partials,2019-06-18 01:02:15.659000+00:00,2019-06-18 01:06:46.235000+00:00,
nightly-l10n-linux64-shippable-10/opt,TozFFBOFSdeYN86yE_3Ocw,nightly-l10n,2019-06-17 23:37:12.675000+00:00,2019-06-17 23:44:37.858000+00:00,
beetmover-repackage-pt-PT-macosx64-shippable/opt,TpCZ0cKESB24VUGPEztp_Q,beetmover-repackage,2019-06-17 23:39:50.912000+00:00,2019-06-17 23:40:25.327000+00:00,pt-PT
mar-signing-l10n-hsb-macosx64-shippable/opt,TpFfvGWJSFiMNTpJUE0B0g,mar-signing-l10n,2019-06-17 23:33:17.169000+00:00,2019-06-17 23:33:31.588000+00:00,
mar-signing-l10n-fr-macosx64-shippable/opt,Tpd5u3SgRQu72UwQqkd90w,mar-signing-l10n,2019-06-17 23:33:01.142000+00:00,2019-06-17 23:34:05.845000+00:00,
mar-signing-l10n-th-win32-shippable/opt,TpftCfNWT32iz1SgTDIOsg,mar-signing-l10n,2019-06-18 00:53:27.840000+00:00,2019-06-18 00:53:40.611000+00:00,
checksums-signing-eo-macosx64-shippable/opt,TpvJH-npQnyRO5COrJ1PpA,checksums-signing,2019-06-18 00:14:57.917000+00:00,2019-06-18 00:15:11.334000+00:00,
partials-signing-ja-win32-shippable/opt,TqPUt3QDQ7e3N9MYIwcxFQ,partials-signing,2019-06-18 00:51:26.251000+00:00,2019-06-18 00:51:40.891000+00:00,
repackage-signing-msi-ar-win32-shippable/opt,Tq_ohjp_TMW6irCpoHhM5A,repackage-signing-msi,2019-06-18 01:24:43.128000+00:00,2019-06-18 01:25:11.639000+00:00,
repackage-msi-xh-win32-shippable/opt,TrOOaA8KSvSacdKmLO1ylg,repackage-msi,2019-06-18 00:46:08.581000+00:00,2019-06-18 00:54:25.384000+00:00,
partials-signing-gu-IN-linux-shippable/opt,Ts8MazoYShGOekX1z6-Oxw,partials-signing,2019-06-18 00:37:58.170000+00:00,2019-06-18 00:38:12.529000+00:00,
beetmover-checksums-sq-linux64-shippable/opt,TsjqN_9ETTGBGuJGA73NTw,beetmover-checksums,2019-06-18 00:43:41.427000+00:00,2019-06-18 00:43:54.444000+00:00,sq
partials-gd-win64-aarch64-shippable/opt,TsmHzXK3SmG4H0YeetWN6g,partials,2019-06-18 01:08:28.627000+00:00,2019-06-18 01:12:27.931000+00:00,
repackage-l10n-es-ES-win64-aarch64-shippable/opt,TtrNj-O2TOKNSda1hbGY9Q,repackage-l10n,2019-06-18 00:53:31.636000+00:00,2019-06-18 01:04:39.562000+00:00,
partials-uk-linux-shippable/opt,TuTVUDTKRrmpJ2hOlOfsVQ,partials,2019-06-18 00:13:59.480000+00:00,2019-06-18 00:17:12.435000+00:00,
partials-el-win32-shippable/opt,TupP-T71RNiNOPfShcvXaA,partials,2019-06-18 00:44:34.693000+00:00,2019-06-18 00:47:28.759000+00:00,
beetmover-repackage-cak-win64-shippable/opt,TvQXz71XRIW74iJh7tONEQ,beetmover-repackage,2019-06-18 01:30:24.860000+00:00,2019-06-18 01:31:16.008000+00:00,cak
repackage-signing-msi-cak-win32-shippable/opt,TwWIZp2BQ6etTiRPQDY0xA,repackage-signing-msi,2019-06-18 01:09:10.476000+00:00,2019-06-18 01:10:22.786000+00:00,
repackage-signing-msi-et-win32-shippable/opt,TwdlcyKiToS5ox1Ay0CCEQ,repackage-signing-msi,2019-06-18 01:08:44.702000+00:00,2019-06-18 01:09:23.770000+00:00,
balrog-ro-linux-shippable/opt,Ty8l0YxtRdyuWUzn82jZzw,balrog,2019-06-18 00:38:54.098000+00:00,2019-06-18 00:39:38.615000+00:00,
partials-crh-linux-shippable/opt,TyV-EU0xQDu9LOM_Nwh_0w,partials,2019-06-18 00:15:50.891000+00:00,2019-06-18 00:20:35.810000+00:00,
partials-signing-de-macosx64-shippable/opt,TysZEOXQRE-awwKSbsx8eg,partials-signing,2019-06-18 00:11:27.212000+00:00,2019-06-18 00:11:41.150000+00:00,
beetmover-checksums-nb-NO-macosx64-shippable/opt,TytL6Rp7Qmy-uQjHKHL3Cw,beetmover-checksums,2019-06-18 00:28:24.983000+00:00,2019-06-18 00:28:38.560000+00:00,nb-NO
checksums-signing-fa-win64-aarch64-shippable/opt,TzTLII-9Tm2KIjvK6g9VBA,checksums-signing,2019-06-18 01:23:28.836000+00:00,2019-06-18 01:23:41.567000+00:00,
partials-lv-win32-shippable/opt,U-70uxrrRJSPG5myxKWwJQ,partials,2019-06-18 00:51:45.885000+00:00,2019-06-18 00:55:06.671000+00:00,
partials-signing-te-win64-aarch64-shippable/opt,U-cloB4zSCuHVU0VUoXffg,partials-signing,2019-06-18 01:13:52.483000+00:00,2019-06-18 01:14:08.237000+00:00,
mar-signing-l10n-pa-IN-win64-shippable/opt,U02pA4h4TzaMlVlLocQ5sg,mar-signing-l10n,2019-06-18 01:04:14.860000+00:00,2019-06-18 01:04:26.167000+00:00,
beetmover-repackage-gn-macosx64-shippable/opt,U0gba9CKSVS34RPwvv2SIw,beetmover-repackage,2019-06-17 23:47:53.542000+00:00,2019-06-17 23:48:32.387000+00:00,gn
repackage-signing-msi-cs-win64-shippable/opt,U1ROAV8XR3i4vRkLvVEbmg,repackage-signing-msi,2019-06-18 01:22:21.306000+00:00,2019-06-18 01:23:06.733000+00:00,
mar-signing-l10n-eo-macosx64-shippable/opt,U2GGhA_4SJG-KuNZzvCTGg,mar-signing-l10n,2019-06-17 23:43:20.950000+00:00,2019-06-17 23:43:34.525000+00:00,
beetmover-checksums-es-CL-linux-shippable/opt,U3er11sBR4yQ-6idZfvLnA,beetmover-checksums,2019-06-18 00:53:14.856000+00:00,2019-06-18 00:53:49.993000+00:00,es-CL
beetmover-repackage-pa-IN-win64-shippable/opt,U3mjFcYETh6V05-wNwQuOg,beetmover-repackage,2019-06-18 01:30:56.946000+00:00,2019-06-18 01:31:43.487000+00:00,pa-IN
repackage-signing-msi-my-win32-shippable/opt,U4TQ0layR6W_I2X1RfUaxQ,repackage-signing-msi,2019-06-18 01:13:14.829000+00:00,2019-06-18 01:13:55.633000+00:00,
build-signing-win64-asan-reporter-nightly/opt,U4ibeLqgT1yvMSktKsQSMg,build-signing,2019-06-17 23:22:08.070000+00:00,2019-06-17 23:34:10.045000+00:00,
checksums-signing-es-ES-macosx64-shippable/opt,U4lNl_6eQ-iyqT94AW5QbQ,checksums-signing,2019-06-18 00:15:11.776000+00:00,2019-06-18 00:15:24.646000+00:00,
partials-kk-win64-aarch64-shippable/opt,U4xAkcKBS6mlDLIOW1xuSA,partials,2019-06-18 01:07:01.034000+00:00,2019-06-18 01:11:41.842000+00:00,
checksums-signing-ja-JP-mac-macosx64-shippable/opt,U57BTaSrR4WHqGm-Rjuhcg,checksums-signing,2019-06-17 23:41:49.226000+00:00,2019-06-17 23:42:01.771000+00:00,
beetmover-checksums-gl-linux64-shippable/opt,U5Gi2pQfQFCRNgwHEEigCA,beetmover-checksums,2019-06-18 00:42:33.923000+00:00,2019-06-18 00:43:24.858000+00:00,gl
mar-signing-l10n-wo-win64-shippable/opt,U5IcmF7jSo-8BRN-e3YndQ,mar-signing-l10n,2019-06-18 00:57:59.823000+00:00,2019-06-18 00:58:13.176000+00:00,
repackage-l10n-fr-win64-shippable/opt,U5_3XfvZRCCbaK6C_-vfIg,repackage-l10n,2019-06-18 00:40:19.244000+00:00,2019-06-18 00:52:14.076000+00:00,
partials-signing-ja-win64-aarch64-shippable/opt,U6OgT7hkSJGJUA7K1DKGeA,partials-signing,2019-06-18 01:15:23.071000+00:00,2019-06-18 01:15:38.805000+00:00,
repackage-l10n-vi-win64-shippable/opt,U6YpSDQzSsaWXf1jGnRTyw,repackage-l10n,2019-06-18 00:35:45.157000+00:00,2019-06-18 00:50:22.837000+00:00,
repackage-signing-msi-hi-IN-win32-shippable/opt,U6eG02xpTCS5s3nCJbWnGQ,repackage-signing-msi,2019-06-18 01:14:51.319000+00:00,2019-06-18 01:15:18.462000+00:00,
